sentence,episode,matched_name,cleaned_sentence
when the hell'd she have her picture taken again?!,746,roronoa zoro,hell picture
cotton candy lover chopper-senpai! a hundred beli!,746,bartolomeo,cotton candy lover choppersenpai beli
there are no words that would cheer him up.,746,franky,word cheer
"the soul king, brook-senpai, 83 million beli!",746,bartolomeo,soul king brooksenpai million beli
that's like a poster for his concert!,746,franky,like poster concert
"'cept for the people who stood out and showed just how dangerous they could be in the recent incident, everybody went up by 50 million! ours have gone up by 50 million, too.  but... lookit that fer a sec.  the bounty on black leg sanji-senpai's head went up by a weird amount, and what's written here is even weirder.",746,bartolomeo,cept people stand dangerous recent incident everybody million million lookit fer sec bounty black leg sanjisenpai head weird write weird
"""only alive""?",746,franky,alive
"well, it's sanji. i bet someone's holding a grudge against him  over a woman and wants to do the honors themselves.",746,usopp,sanji bet hold grudge woman want honor
you ain't wrong.,746,franky,wrong
eh?,747,monkey d. luffy,
the silver fortress luffy and barto's great adventure the underground maze luffy vs the mine cart man,747,monkey d. luffy,silver fortress luffy barto great adventure underground maze luffy cart man
i'm gonna be the pirate king!,747,monkey d. luffy,pirate king
"okay, everybody! y'all can have as many second helpings as ya want! show us yer legendary appetite!",747,bartolomeo,okay everybody yall second helping want yer legendary appetite
"'ey, fanks!  ish really, really guh! ",747,monkey d. luffy,fanks ish really really guh
"oh, my...  i don't like those clouds.",747,nico robin,like cloud
hail!,747,usopp,hail
quite large at that.  watch out!,747,nico robin,quite large watch
"luffy-senpai!  everybody! get below decks, now!",747,bartolomeo,luffysenpai everybody deck
what're you talkin' about?!  we're gonna help ya!,747,monkey d. luffy,talkin help
which way should we turn? who's your navigator?!  give me some orders!,747,franky,way turn navigator order
"oh, we ain't got no navigator,  'cause we was a land-based gang 'fore all this.",747,bartolomeo,navigator cause landbased gang fore
"huh?!  this is the new world, you know!",747,usopp,huh new world know
"whenever we's in trouble, we just ring up ol' granny back home.",747,bartolomeo,trouble ring granny home
"i see, so she's pretty knowledgeable about these seas!",747,usopp,pretty knowledgeable sea
we don't need that kind of wisdom right now! ,747,usopp,need kind wisdom
"see, you got hit!",747,usopp,hit
forget about her pearls of wisdom!,747,usopp,forget pearl wisdom
"oh, man!  the ship's goin' under! nami, save us!",747,monkey d. luffy,man ship goin nami save
"an entire fleet of ships to choose from, and we picked the wrong one to board!",747,usopp,entire fleet ship choose pick wrong board
"guess we gotta do this ourselves, huh?",747,roronoa zoro,guess huh
if only we had the sunny's equipment!,747,franky,sunny equipment
"my, how lively!",747,nico robin,lively
"wait, why aren't you using your barrier?!",747,roronoa zoro,wait use barrier
"er, uh, well, granny always says, ""defy nature and you'll be punished by the heavens!""",747,bartolomeo,granny say defy nature punish heaven
"if you're so damn scared, go home to dry land!",747,roronoa zoro,damn scared home dry land
are these morons for real?!,747,trafalgar d. water law,moron real
ain't got no choice then! i'm gonna smash them all!,747,monkey d. luffy,choice smash
"right, guys!   we gots the straw hats on our side, and they fear no god! with them, we're invincible!",747,bartolomeo,gots straw hat fear god invincible
how exactly have you guys managed to stay alive and make it this far?,747,usopp,exactly manage stay alive make far
gomu gomu no... gatling!,747,monkey d. luffy,gomu gomu gatling
it might just be for the short trip to zou... but just bein' able t' sail with the amazin' luffy-senpai... it oughta be illegal t' be this happy!,747,bartolomeo,short trip zou bein able sail amazin luffysenpai oughta illegal happy
"give us a hand, ya morons!",747,roronoa zoro,hand moron
"ya gotta pee? i gotta too. oh, man...  i get ta take a whizz  with mah hero, luffy-senpai!  so happy!",747,bartolomeo,pee man whizz mah hero luffysenpai happy
"man, i'm starvin' again.",747,monkey d. luffy,man starvin
"wha?! oh, do you want me to fix you a midnight snack? ",747,bartolomeo,wha want fix midnight snack
meat!,747,monkey d. luffy,meat
"hey, you're going to fall! ",747,bartolomeo,hey fall
is it hailing again?,747,kin'emon,hail
i would not know.,747,kanjuro,know
"luffy-senpai, we can't swim ya know...",747,bartolomeo,luffysenpai swim know
the heck's all that?,747,roronoa zoro,heck
luffy!,747,usopp,luffy
"""nice ta meet'cha"", my ass!  give us back luffy! sure-kill green star: sea devil!",747,usopp,nice meetcha luffy surekill green star sea devil
leave it to me!,747,franky,leave
weapons left!,747,franky,weapon leave
damn!  missed 'em.,747,franky,damn miss
what the?!,747,roronoa zoro,
i can't move!,747,usopp,
is this birdlime?,747,franky,birdlime
"if it's fer luffy-senpai, i'll do it! why'm i doin' this, though? ow!",747,bartolomeo,fer luffysenpai doin
is luffy-senpai alright?!,747,bartolomeo,luffysenpai alright
"for now? if ya do anythin' to him, i won't ever forgive ya! ow!",747,bartolomeo,anythin forgive
wait!,747,bartolomeo,wait
if only i could make a barrier... an' about that tramp... what the heck's goin' on? luffy-senpai!,747,bartolomeo,make barrier tramp heck goin luffysenpai
"lemme out, lemme out, lemme out! lemme out, lemme out! ain't no use...  i'm starvin' and outta strength...",747,monkey d. luffy,lem lem lem lem lem use starvin outta strength
bill?,747,monkey d. luffy,
where's my crew?!,747,monkey d. luffy,crew
zoro an' the rest wouldn't go down that easy!,747,monkey d. luffy,zoro rest easy
that's a lie!,747,monkey d. luffy,lie
not gonna!,747,monkey d. luffy,
nope!,747,monkey d. luffy,nope
i'm never gonna believe it!,747,monkey d. luffy,believe
so hungry...,747,monkey d. luffy,hungry
"i really wanted to eat that meat... say, ya think i could have it?",747,monkey d. luffy,really want eat meat say think
meat!  meat!  meat!,747,monkey d. luffy,meat meat meat
mea-,747,monkey d. luffy,mea
pretty good! awful nice of ya!,747,monkey d. luffy,pretty good awful nice
luffy-senpai!,747,bartolomeo,luffysenpai
hen-comb!,747,monkey d. luffy,hencomb
i'm not gonna let ya lay a finger on luffy-senpai!,747,bartolomeo,lay finger luffysenpai
"so it is you, desire! what're ya doin' here?!",747,bartolomeo,desire doin
"he cut through it!  wait, no, it's meltin'!",747,bartolomeo,cut wait meltin
if only i could use mah barrier... is this it for us?,747,bartolomeo,use mah barrier
don't give up! let's do this!,747,monkey d. luffy,
"oh, way ta go, luffy-senpai! you're so strong, even lookin' like that!",747,bartolomeo,way luffysenpai strong lookin like
outta chocolate energy...,747,monkey d. luffy,outta chocolate energy
"guess we managed ta shake 'em, somehow.",747,bartolomeo,guess manage shake
looks like it.  you saved my butt!,747,monkey d. luffy,look like save butt
"huh? i ain't deservin' of such praise! i, the unworthy bartolomeo,  would go through fire and brimstone for ya!  ",747,bartolomeo,huh deservin praise unworthy bartolomeo brimstone
"man, movin' with this thing on me is makin' me hungry. i managed to move for a little bit 'cause of  the chocolate that hen-comb lady gave me.",747,monkey d. luffy,man movin thing makin hungry manage little bit cause chocolate hencomb lady
"chocolate?  oh, you're talking about desire!  that sweet tooth's a childhood friend of mine. we's from the same island, an' used to hang out together doin' stupid stuff. we set out to sea separately, but... man, what's she doin' all this for? now ain't the time ta be thinkin' about that! we gotta get outta here as fast as we can! desire!",747,bartolomeo,chocolate talk desire sweet tooth childhood friend island use hang doin stupid stuff set sea separately man doin time thinkin outta fast desire
dun say dumb stuff like that!  luffy-senpai's... the most important person ta me in the world!,747,bartolomeo,dun say dumb stuff like luffysenpai important person world
"desire, what're ya doin'?!  yer gonna hit us!",747,bartolomeo,desire doin yer hit
the underground maze luffy vs the mine cart man  blazing swordsmanship law and zoro finally arrive!,748,monkey d. luffy,underground maze luffy cart man blaze swordsmanship law zoro finally arrive
i'm gonna be the pirate king!,748,monkey d. luffy,pirate king
"luffy-senpai! don't tell me he fell all the way down there! i can't believe this is happening! no senpai, no life!  he left his precious straw hat behind... ",748,bartolomeo,luffysenpai tell fell way believe happen senpai life leave precious straw hat
hey!  hey!,748,monkey d. luffy,hey hey
could it be?!,748,bartolomeo,
get me outta here! didn't see that coming!,748,monkey d. luffy,outta come
"i'm glad! oh, yer alive, desire.",748,bartolomeo,glad yer alive desire
thank you!,748,monkey d. luffy,thank
what're you goin' on about?! i ain't gonna letcha! yer gonna be sorry fer all the trouble ya caused me and the straw hats!,748,bartolomeo,goin letcha yer sorry fer trouble cause straw hat
"that was a pretty long fall. how're we gettin' out of here? say, what's up with those rails?",748,monkey d. luffy,pretty long fall gettin say rail
how d'we go back up?,748,bartolomeo,dwe
"huh?!  this is your base, ain't it?",748,bartolomeo,huh base
what the...  is 'e one of yours?,748,bartolomeo,
that's so cool!,748,monkey d. luffy,cool
"luffy-senpai, watch out! luffy-senpai!  are you alright?!",748,bartolomeo,luffysenpai watch luffysenpai alright
what's that jerk's problem?!,748,monkey d. luffy,jerk problem
"crap, here he comes again!",748,bartolomeo,crap come
"hen-comb, let's get outta here!",748,monkey d. luffy,hencomb outta
"roger! desire, gimme a hand!",748,bartolomeo,roger desire gim hand
can't you throw up a barrier or somethin'?!,748,monkey d. luffy,throw barrier somethin
i can't cross mah fingers 'cause of this sticky crap!,748,bartolomeo,cross mah finger cause sticky crap
ah can't see what's ahead!,748,bartolomeo,ahead
he jus' won't give up!,748,bartolomeo,jus
what?! which way?!,748,bartolomeo,way
ya sure?,748,bartolomeo,sure
hen-comb!  go right!,748,monkey d. luffy,hencomb
"oh, roger!",748,bartolomeo,roger
here we go!,748,bartolomeo,
"stop me, you guys!",748,monkey d. luffy,stop
granny!  what do we do when somethin' like this happens?!,748,bartolomeo,granny somethin like happen
you guys okay?,748,monkey d. luffy,okay
barely...,748,bartolomeo,barely
"you weigh a ton. ya said, ""make a right!"", so i...",748,bartolomeo,weigh ton say make
he'll be 'ere in no time!,748,bartolomeo,ere time
"man, this ball just won't break...",748,monkey d. luffy,man ball break
ya mean the same bill whose flunky just tried to kill you?!,748,bartolomeo,mean flunky try kill
"""bill"" this, ""bill"" that! take a good look at what's goin' on 'round ya!",748,bartolomeo,good look goin round
"""turncoat""?  what're you on about?",748,bartolomeo,turncoat
"""crew""? well, what happened to yer pirate crew then?",748,bartolomeo,crew happen yer pirate crew
"whaddya mean, ain't none o' my business?!",748,bartolomeo,whaddya mean business
"""ain't no more""?",748,bartolomeo,
so were ya after luffy-senpai jus' ta please him?,748,bartolomeo,luffysenpai jus
"so you've been workin' hard for your crew, just like us!",748,monkey d. luffy,workin hard crew like
this smells real fishy to me.,748,bartolomeo,smell real fishy
i could ask ya th' same!  who th' hell're you guys?!,748,bartolomeo,ask hell guys
yeah!  thanks! here goes! ow ow ow ow! that's way too hot!,748,bartolomeo,yeah thanks way hot
it's comin' off... one more time!,748,bartolomeo,comin time
ya know her?,748,monkey d. luffy,know
can ya break it?,748,monkey d. luffy,break
tossin' aside his own crew like that...  he's jus' plain cruel!,748,bartolomeo,tossin aside crew like jus plain cruel
"hey, is there no way outta here?",748,monkey d. luffy,hey way outta
what's this racket?,748,bartolomeo,racket
i gotta hurry an' git this sticky stuff off!,748,bartolomeo,hurry git sticky stuff
"yeah, got it all off! ow, ow, ow... you guys okay?",748,bartolomeo,yeah okay
"how 'bout you, luffy-senpai? oh, senpai!  are you alright?!",748,bartolomeo,bout luffysenpai senpai alright
oh crap! luffy-senpai!,748,bartolomeo,crap luffysenpai
i'm free!,748,monkey d. luffy,free
"where were ya aimin'? my body ain't that big! here we go, mine cart!",748,monkey d. luffy,aimin body big cart
gomu gomu no...,748,monkey d. luffy,gomu gomu
...hammer!,748,monkey d. luffy,hammer
"way ta go, luffy-senpai!",748,bartolomeo,way luffysenpai
gear second! gomu gomu no... jet gatling!,748,monkey d. luffy,gear second gomu gomu jet gatling
hold it!,748,monkey d. luffy,hold
"oh, please wait for me, senpai!",748,bartolomeo,wait senpai
wait up! you ain't gettin' away!,748,monkey d. luffy,wait gettin away
what a pain in the butt!,748,monkey d. luffy,pain butt
luffy-senpai! lemme take care of him!,748,bartolomeo,luffysenpai lem care
gomu gomu no... ...jet bazooka!,748,monkey d. luffy,gomu gomu jet bazooka
see?  i took down mine cart!,748,monkey d. luffy,cart
i fought side-by-side with luffy-senpai fer the first time!,748,bartolomeo,fight sidebyside luffysenpai fer time
hey!  let's get the heck outta here!,748,monkey d. luffy,hey heck outta
white-hot sword technique law and zoro finally appear! hopeless crisis  luffy's battle at fever pitch ,749,monkey d. luffy,whitehot sword technique law zoro finally appear hopeless crisis luffy battle fever pitch
i'm gonna be the pirate king!,749,monkey d. luffy,pirate king
gomu gomu no... ...jet bazooka!,749,monkey d. luffy,gomu gomu jet bazooka
i fought side-by-side with luffy-senpai fer the first time!,749,bartolomeo,fight sidebyside luffysenpai fer time
this the right track?,749,monkey d. luffy,track
"so's we gotta leave it up ta luck, right, luffy-senpai?",749,bartolomeo,leave luck luffysenpai
"alright, we're off!",749,monkey d. luffy,alright
"okay! oh, i'm so thrilled! i'm answerin' luffy-senpai's commands,  almost like i'm one o' the straw hats! what's this?  you guys sure ain't very lively.",749,bartolomeo,okay thrilled answerin luffysenpai command like straw hat sure lively
"what're y'all afraid of?! luffy-senpai's strong as a hundred men! wait, no, a thousand!  ten thousand!  a hundred million! no, no, no...",749,bartolomeo,yall afraid luffysenpai strong men wait thousand thousand million
"feh!  do whatever ya want, fer all i care!",749,bartolomeo,feh want fer care
"""settlin' things""?",749,bartolomeo,settlin thing
"right, let's go!",749,monkey d. luffy,
luffy-senpai!,749,bartolomeo,luffysenpai
gomu gomu no... balloon!,749,monkey d. luffy,gomu gomu balloon
i'm landing on luffy-senpai's gomu gomu balloon!  such bliss!,749,bartolomeo,land luffysenpai gomu gomu balloon bliss
lemme handle this!  barrier!,749,bartolomeo,lem handle barrier
"nice job, hen-comb!",749,monkey d. luffy,nice job hencomb
thanks!  i'm honored ta be of service!,749,bartolomeo,thanks honor service
now i'm pissed! barrier crush!,749,bartolomeo,pissed barrier crush
"it ain't just ""dangerous""! bari-ability! stairs!",749,bartolomeo,dangerous bariability stair
"oh, the barrier stairs!",749,monkey d. luffy,barrier stair
"climb 'em, luffy-senpai!",749,bartolomeo,climb luffysenpai
"alright!  hen-comb, i'm goin' on ahead!",749,monkey d. luffy,alright hencomb goin ahead
"please take care! oh, i mean, i'm comin' with! this is awesome!  i'm havin' so much fun!",749,bartolomeo,care mean comin awesome havin fun
why ya dirty... i used it all up on the staircase!,749,bartolomeo,dirty use staircase
climb up as fast as ya can!,749,bartolomeo,climb fast
shambles!,749,trafalgar d. water law,shamble
pardon!  foxfire style... fire-willow flash!,749,kin'emon,pardon foxfire style firewillow flash
kin'emon!,749,monkey d. luffy,kinemon
there is no fire that i cannot cut!,749,kin'emon,cut
you deal with the rest.,749,trafalgar d. water law,deal rest
gomu gomu no... elephant gun! we're finally outta there!,749,monkey d. luffy,gomu gomu elephant gun finally outta
luffy-senpai's elephant gun!  i got ta see somethin' awesome!,749,bartolomeo,luffysenpai elephant gun somethin awesome
"you again, penta?!",749,monkey d. luffy,penta
most unfair!,749,kin'emon,unfair
zoro!,749,monkey d. luffy,zoro
"there he is! when his friends have their backs to th' wall, he appears in th' nick o' time! it's zoro-senpai!",749,bartolomeo,friend wall appear nick time zorosenpai
"luffy, i owe him a debt of pain.  let me handle this.",749,roronoa zoro,luffy owe debt pain handle
that so?  'kay.,749,monkey d. luffy,kay
what a jerk! how dare 'e make fun o' zoro-senpai! i'ma beat the crap outta of him! luffy-senpai?,749,bartolomeo,jerk dare make fun zorosenpai ima beat crap outta luffysenpai
he said he'll do it.,749,monkey d. luffy,say
bring it on.,749,roronoa zoro,bring
single-sword style: draw...,749,roronoa zoro,singlesword style draw
any swordsman who allows that disgusting crap to touch his blade would shame themselves!,749,roronoa zoro,swordsman allow disgust crap touch blade shame
only zoro-dono is capable of such feats!,749,kin'emon,zorodono capable feat
zoro-senpai diced up every last adhesive shell in a single slash!,749,bartolomeo,zorosenpai dice adhesive shell single slash
that's right!,749,roronoa zoro,
three-sword style... black rope: grand dragon twister!,749,roronoa zoro,threesword style black rope grand dragon twister
splendid!,749,kin'emon,splendid
bye!,749,monkey d. luffy,bye
settle things... ya mean with bill?,749,bartolomeo,settle thing mean
ya still trust that jerk?!,749,bartolomeo,trust jerk
forget 'bout it!   that chocolate ya gave me was pretty tasty!,749,monkey d. luffy,forget bout chocolate pretty tasty
we gotta go.  usopp and the crew're waiting at the ship.,749,roronoa zoro,usopp crew wait ship
it will only be a matter of time before enemy boats are upon us. we must make haste as well.,749,kin'emon,matter time enemy boat make haste
bye!,749,bartolomeo,bye
"hot, hot, hot, hot! that was close!",749,monkey d. luffy,hot hot hot hot close
luffy!,749,roronoa zoro,luffy
we shall provide support!,749,kin'emon,shall provide support
don't need it.  go on without me!,749,roronoa zoro,need
but...,749,kin'emon,
i'm leaving usopp and the crew to you.,749,monkey d. luffy,leave usopp crew
let's go.,749,roronoa zoro,
understood.,749,kin'emon,understood
go!  sure-kill green star: sea devil!,749,usopp,surekill green star sea devil
weapons left!,749,franky,weapon leave
mil fleur... gigantesco mano!,749,nico robin,mil fleur gigantesco mano
they keep comin' one after another!,749,franky,comin
isn't straw hatter here yet?,749,trafalgar d. water law,straw hatter
i guess he's run into trouble.,749,nico robin,guess run trouble
luffy...,749,usopp,luffy
"desperate situation luffy's battle at fever pitch the curtain rises on a new adventure  arrival at the phantom island, zou!",750,monkey d. luffy,desperate situation luffy battle fever pitch curtain rise new adventure arrival phantom island zou
i'm gonna be the pirate king!,750,monkey d. luffy,pirate king
shambles! ,750,trafalgar d. water law,shamble
"man, you grind my gears. ",750,monkey d. luffy,man grind gear
desire! let luffy-senpai handle 'im.,750,bartolomeo,desire luffysenpai handle
attaboy!,750,bartolomeo,attaboy
you ain't bringin' me down.,750,monkey d. luffy,bringin
"that ain't gonna work, desire. ",750,bartolomeo,work desire
"well, saw that coming.",750,bartolomeo,saw come
"there you are, guzu guzu.",750,monkey d. luffy,guzu guzu
luffy-senpai!,750,bartolomeo,luffysenpai
"well, guess we'd better head back to the crew!",750,monkey d. luffy,guess head crew
okay!,750,bartolomeo,okay
it's gettin' kinda hot!,750,monkey d. luffy,gettin kinda hot
"yeah, it is. still wanna fight?! huh?",750,bartolomeo,yeah wan fight huh
what's goin' on?,750,monkey d. luffy,goin
the ground's...,750,bartolomeo,ground
there's a ton of 'em!,750,franky,ton
when will it end?!,750,usopp,end
one-sword style: 360-pound cannon!,750,roronoa zoro,onesword style 360pound cannon
zoro!  kin'emon!,750,usopp,zoro kinemon
where's straw hatter?,750,trafalgar d. water law,straw hatter
we did meet with him!  however...,750,kin'emon,meet
"they said they wanted to handle everything on their own. if we sit tight, they'll come.",750,roronoa zoro,say want handle sit tight come
huh?!,750,usopp,huh
how can he be so easygoing? ,750,trafalgar d. water law,easygoing
i'm just relieved to hear that they're fine.,750,nico robin,relieve hear fine
what the... everything's melting!,750,usopp,melting
what's up with that?  is it even human?,750,bartolomeo,human
"b-bill? i thought he was a blast furnace human! he's s'posed ta be a paramecia-type devil fruit user, ain't he?! but that's more like logia!",750,bartolomeo,bbill think blast furnace human sposed parameciatype devil fruit user like logion
"it's hotter 'n hell! at this rate, th' whole island's gonna melt!",750,bartolomeo,hot hell rate island melt
eh?!,750,bartolomeo,
barrier!,750,bartolomeo,barrier
he's cuttin' off our way out!,750,bartolomeo,cuttin way
"it's comin' in from the side, too! desire, you alright?! l-luffy-senpai!",750,bartolomeo,comin desire alright lluffysenpai
"aw, crap!",750,monkey d. luffy,crap
"shaddup about that!  i ain't lettin' go! you's mah pal! even if i was that rotten, i wouldn' throw away a pal! ",750,bartolomeo,shaddup lettin mah pal rotten throw away pal
"huh, i did?",750,bartolomeo,huh
"oh man, that was too close!",750,bartolomeo,man close
thanks!,750,monkey d. luffy,thanks
"don't mention it! i'll make up for not getting to you sooner by backing you up with everything i've got! go, go, luffy-senpai!",750,bartolomeo,mention make sooner luffysenpai
hen-comb! can ya do somethin' about this hot stuff?,750,monkey d. luffy,hencomb somethin hot stuff
"i'll handle it for you, of course!",750,bartolomeo,handle course
bari-ability! big hand! that take care o' it?,750,bartolomeo,bariability big hand care
"nope, not yet.",750,monkey d. luffy,nope
shut the hell up! gomu gomu no... grizzly... magnum!,750,monkey d. luffy,shut hell gomu gomu grizzly magnum
he did it! ah can't believe ah fought next ta luffy-senpai! mah wildest dreams came true!,750,bartolomeo,believe fought luffysenpai mah wild dream come true
why ain't things changed back?,750,bartolomeo,thing change
then how're we gonna get outta here?!,750,bartolomeo,outta
"hey, ain't that...",750,monkey d. luffy,hey
"alright, don't rush. you're okay now!",750,pirate,alright rush okay
get on already!,750,pirate,
but sis and the others aren't here yet!,750,pirate,
sis!,750,pirate,
don't worry! the vivre card's moving.  that means he's still okay. ,750,roronoa zoro,worry vivre card moving mean okay
this is nowhere near enough to take luffy out. ,750,franky,near luffy
"oh my, the island is sinking.",750,nico robin,island sink
there they are!,750,usopp,
hey!,750,monkey d. luffy,hey
we's back!,750,bartolomeo,
told ya!,750,franky,tell
this feels great!,750,monkey d. luffy,feel great
oh!  glad they're okay!,750,monkey d. luffy,glad okay
"dern tootin'!  don't let 'chaselves be fooled by a bad guy 'gain, hear?",750,bartolomeo,dern tootin chaselves fool bad gain hear
"oh, and... if you ain't got nowhere else ta go, ah'll even letchas in the barto club. we can hang out together like we used ta!",750,bartolomeo,letchas barto club hang like use
darn straight!,750,pirate,darn straight
don' push yer luck! you ain't got no chance 'gainst luffy-senpai!,750,bartolomeo,push yer luck chance gainst luffysenpai
any idjit could tell ya don't!,750,bartolomeo,idjit tell
"you two are so funny! well, let's get goin'!",750,monkey d. luffy,funny goin
huh?! ,750,bartolomeo,huh
"aye, aye, sis!",750,pirate,aye aye
see yas!,750,bartolomeo,yas
"alright, louts!  set sail for zou!",750,monkey d. luffy,alright louts set sail zou
"the curtain rises on a new adventure arrival at the phantom island, zou! the new warlord introducing the son of the legendary whitebeard",751,monkey d. luffy,curtain rise new adventure arrival phantom island zou new warlord introduce son legendary whitebeard
h-help!  shanks!,751,monkey d. luffy,hhelp shank
but... shanks... your arm!,751,monkey d. luffy,shank arm
"i will! someday, i'm gonna gather a crew as good as yours, and i'm gonna find the greatest treasure in the world, and i'm gonna be the pirate king, you'll see!",751,monkey d. luffy,someday gather crew good great treasure world pirate king
ain't that amazin'?!  it's too amazin' for words!,751,bartolomeo,amazin amazin word
"i's just tellin' everyone a buncha legends i learnt by interviewin' luffy-senpai an' his crew!  y'all can listen in too, so just 'ave a seat!",751,bartolomeo,tellin buncha legends learnt interviewin luffysenpai crew yall listen ave seat
"right, then! ten years later, luffy-senpai left windmill village... an' met roronoa zoro-senpai, also known as... the ""pirate hunter"", at a navy base. ""pirate hunter""... that's got such a cool ring to it! a girl tried to give 'im rice balls. but some marine stomped on them. ",751,bartolomeo,year later luffysenpai left windmill village meet roronoa zorosenpai know pirate hunter navy base pirate hunter cool ring girl try rice ball marine stomp
that hit the spot.  thanks for the food.  you!,751,roronoa zoro,hit spot thanks food
ain't gonna work!,751,monkey d. luffy,work
w-who the hell are you?!,751,roronoa zoro,wwho hell
"i'm luffy, the man that's gonna be pirate king!",751,monkey d. luffy,luffy man pirate king
"if the alternative's dying here, then fine! i'll be a pirate. but i'll tell you this up front... i'm fulfilling my own ambition, no matter what! and that's to be the world's greatest swordsman!",751,roronoa zoro,alternative dying fine pirate tell fulfil ambition matter world great swordsman
"oh, neat!  the pirate king's gonna need someone like you in his crew!  gomu gomu no...  pistol! nice!  zoro.",751,monkey d. luffy,neat pirate king need like crew gomu gomu pistol nice zoro
"my pleasure, captain.",751,roronoa zoro,pleasure captain
"an' so the man that was lookin' ta be the world's greatest swordsman, the three sword style user zoro-senpai, set off on a journey with luffy-senpai. ain't that a hoot?!",751,bartolomeo,man lookin world great swordsman sword style user zorosenpai set journey luffysenpai hoot
"i'm a burglar who only steals from pirates.  my name's nami. hey, do you want to team up with me?",751,nami,burglar steal pirate nami hey want team
"""cat burglar"" nami-senpai! she was a thief that stole treasure from pirates. but she had a dern good reason for it... ",751,bartolomeo,cat burglar namisenpai thief stole treasure pirate dern good reason
"so these are your true colors, huh?",751,roronoa zoro,true color huh
"surprised?  it was all an act. i'm a pirate, plain and simple! an officer of the arlong pirates!",751,nami,surprise act pirate plain simple officer arlong pirate
"fer many years, her home village was under the rule of a fishman named arlong, an' she was tryin' ta buy it back with the money she'd risked life 'n limb to collect.",751,bartolomeo,fer year home village rule fishman arlong tryin buy money risk life limb collect
luffy...  help.,751,nami,luffy help
you bet i will! nami! you are one of us!,751,monkey d. luffy,bet nami
"that was th' moment th' navigator, nami-senpai, joined th' crew! ""o-one of us""...  i-i wish i could hear 'im sayin' that ta me!    ",751,bartolomeo,moment navigator namisenpai join crew oone wish hear sayin
"bye, everyone!  i'll be back!",751,nami,bye
"i am leader of the great pirate crew  that reigns supreme over this village, usopp! people hail me...  and then hail me some more as ""captain usopp""!",751,usopp,leader great pirate crew reign supreme village usopp people hail hail captain usopp
"in syrup village, they met usopp-senpai. he was known as the biggest talker in the village.  but he's actually a man among men  that'll stand up ta any enemy... an' risk 'is neck when push comes ta shove!",751,bartolomeo,syrup village meet usoppsenpai know big talker village actually man men stand enemy risk neck push come shove
"even if i'm no match for him, i'll protect them... i will protect them!  i'm a brave warrior of the sea! i won't let you lay a finger on the village!",751,usopp,match protect protect brave warrior sea lay finger village
'cause there's a man in this village i don't want to die.,751,monkey d. luffy,cause man village want die
"h-here it comes! that's when they met th' going merry-senpai, too!",751,bartolomeo,hhere come meet merrysenpai
"you guys take care, too! let's meet again sometime!",751,usopp,care meet
why d'ya say that?,751,monkey d. luffy,dya say
get on already.,751,roronoa zoro,
"we're friends, ain't we?",751,monkey d. luffy,friend
"fer the sake o' becomin' a brave warrior of the sea, usopp-senpai joined th' crew as their sniper! luffy-senpai needed a cook, an' that's when he met sanji-senpai, who was workin' at a restaurant on th' sea as a sous-chef. ",751,bartolomeo,fer sake becomin brave warrior sea usoppsenpai join crew sniper luffysenpai need cook meet sanjisenpai workin restaurant sea souschef
eat up.,751,sanji,eat
"pretty damn delicious, isn't it?",751,sanji,pretty damn delicious
i found us a good cook!,751,monkey d. luffy,good cook
this restaurant is the damn geezer's treasure!  i... i can't repay the damn geezer for his kindness... unless i risk my life for him too!,751,sanji,restaurant damn geezer treasure repay damn geezer kindness unless risk life
dyin' ain't gonna repay nobody!,751,monkey d. luffy,dyin repay
say... you know about all blue? ,751,sanji,say know blue
nope.,751,monkey d. luffy,nope
"wait a sec. we've both got foolish dreams. in order to reach my goal, all blue...",751,sanji,wait sec foolish dream order reach goal blue
sanji?,751,monkey d. luffy,sanji
"that's right, i'm coming along with you... on your journey to become pirate king.",751,sanji,come journey pirate king
huh?,751,monkey d. luffy,huh
"i'll be your ship's cook. so you okay with that, or what?",751,sanji,ship cook okay
'course i'm okay with it! alright!,751,monkey d. luffy,course okay alright
owner zeff! thank you for taking such damn good care of me all these years! i'll never forget your kindness... for the rest of my life!,751,sanji,owner zeff thank damn good care year forget kindness rest life
sanji-senpai's a first-rate chef of th' sea! i hope ta meet 'im soon and watch 'is fancy footwork in action!,751,bartolomeo,sanjisenpai firstrate chef sea hope meet soon watch fancy footwork action
aren't you doing that backward? ,751,nami,backward
"ta cure nami-senpai's disease,  they stopped at a winter island. an' there, they met  ""cotton candy lover"" tony tony chopper-senpai! he's half-human, half-reindeer 'cause he ate th' hito hito fruit.  he used ta have no friends 'cause he looked funny. but he's a good doctor, havin' learned advanced medical stuff from the people who saved 'is life.",751,bartolomeo,cure namisenpai disease stop winter island meet cotton candy lover tony tony choppersenpai halfhuman halfreindeer cause eat hito hito fruit use friend cause look funny good doctor havin learn advance medical stuff people save life
"someone like you, without any resolve, has no right to touch someone else's skull mark!  gomu gomu no... bazooka!",751,monkey d. luffy,like resolve touch skull mark gomu gomu bazooka
i can't join your crew!,751,tony tony chopper,join crew
shut up!  let's go!,751,monkey d. luffy,shut
